Day,Transaction,Item
Wed,260,Coffee
Wed,261,Coffee
Wed,262,Coffee
Wed,262,Hot chocolate
Wed,262,Pastry
Wed,263,Coke
Wed,264,Coffee
Wed,264,Jam
Wed,265,Tea
Wed,266,NONE
Wed,266,Bread
Wed,266,Pastry
Wed,267,Coffee
Wed,267,Alfajores
Wed,267,Farm House
Wed,268,Tea
Wed,268,Pastry
Wed,269,Bread
Wed,270,Coffee
Wed,270,Jam
Wed,271,Coffee
Wed,271,Tea
Wed,271,Pastry
Wed,272,Farm House
Wed,274,Coffee
Wed,274,NONE
Wed,274,Bread
Wed,274,Pastry
Wed,275,Farm House
Wed,276,Coffee
Wed,276,Pastry
Wed,277,Farm House
Wed,278,Coffee
Wed,278,Pastry
Wed,279,NONE
Wed,279,Coffee
Wed,280,Coffee
Wed,280,Pastry
Wed,281,Bread
Wed,282,Bread
Wed,282,Coffee
Wed,282,Pastry
Wed,283,Pastry
Wed,283,Coffee
Wed,284,Coffee
Wed,284,Farm House
Wed,285,Farm House
Wed,285,Pastry
Wed,286,Bread
Wed,286,Juice
Wed,286,Alfajores
Wed,287,Coffee
Wed,287,Pastry
Wed,288,Bread
Wed,288,Alfajores
Wed,289,Bread
Wed,290,Coffee
Wed,290,Cookies
Wed,291,Coffee
Wed,292,Cookies
Wed,293,Hearty & Seasonal
Wed,294,Coffee
Wed,295,Jam
Wed,295,Tartine
Wed,295,Bread
Wed,296,Farm House
Wed,296,Scandinavian
Wed,297,Hearty & Seasonal
Wed,297,Coffee
Wed,297,Muffin
Wed,297,Scandinavian
Wed,298,Tartine
Wed,298,Pick and Mix Bowls
Wed,298,NONE
Wed,298,Coffee
Wed,298,Coke
Wed,299,Bread
Wed,300,Scandinavian
Wed,300,Farm House
Wed,300,Alfajores
Wed,300,Coffee
Wed,301,Juice
Wed,301,Mineral water
Wed,301,Soup
Wed,302,Soup
Wed,302,Tea
Wed,303,Juice
Wed,303,Tea
Wed,303,Cookies
Wed,303,Soup
Wed,304,Hearty & Seasonal
Wed,304,Tea
Wed,305,Fudge
Wed,306,Coffee
Wed,306,Mineral water
Wed,306,Juice
Wed,306,Soup
Wed,307,Hearty & Seasonal
Wed,308,Hearty & Seasonal
Wed,308,Smoothies
Wed,309,Hearty & Seasonal
Wed,309,Tea
Wed,310,Coffee
Wed,310,Sandwich
Wed,311,Cookies
Wed,311,Farm House
Wed,312,Soup
Wed,312,Tea
Wed,312,Juice
Wed,313,Soup
Wed,314,Coffee
Wed,316,Bread
Wed,317,Cookies
Wed,317,Tea
Wed,318,Soup
Wed,318,Hearty & Seasonal
Wed,318,Bread
Wed,319,Coffee
Wed,320,Coffee
Wed,321,Coffee
Wed,321,Tea
Wed,322,Bread
Wed,323,Tea
Wed,324,Coffee
Wed,324,Tea
Wed,325,Coffee
Wed,326,Fudge
Wed,327,Tea
Wed,328,Soup
Wed,328,Tea
Wed,329,Juice
Wed,330,Alfajores
Wed,331,Bread
Wed,332,Coffee
Wed,332,Alfajores
Wed,333,Juice
Wed,333,Alfajores
Wed,333,Cookies
Wed,333,Pick and Mix Bowls
Wed,333,Mineral water
Wed,334,Coffee
Wed,334,Alfajores
Wed,335,Fudge
Wed,336,Mighty Protein
Wed,336,Juice
Wed,337,Coffee
Wed,337,Mineral water
Wed,337,Alfajores
Wed,338,Mighty Protein
Wed,338,Coffee
Wed,339,Alfajores
Thu,340,Coffee
Thu,340,Bread
Thu,341,Medialuna
Thu,342,Medialuna
Thu,342,Bread
Thu,343,Farm House
Thu,344,Coffee
Thu,344,Pastry
Thu,345,Farm House
Thu,346,NONE
Thu,346,Coffee
Thu,346,Pastry
Thu,347,Medialuna
Thu,348,Bread
Thu,348,NONE
Thu,348,Tea
Thu,348,Sandwich
Thu,349,Bread
Thu,350,Jam
Thu,350,Coffee
Thu,350,Farm House
Thu,351,Focaccia
Thu,352,Bread
Thu,353,Tartine
Thu,353,Pastry
Thu,353,Bread
Thu,353,My-5 Fruit Shoot
Thu,354,Farm House
Thu,354,Pastry
Thu,355,Bread
Thu,355,Pastry
Thu,356,Pastry
Thu,356,Bread
Thu,357,Jam
Thu,357,Coffee
Thu,358,Farm House
Thu,359,Bread
Thu,359,Pastry
Thu,360,Coffee
Thu,360,Tea
Thu,360,Bread
Thu,361,Jam
Thu,363,Pastry
Thu,363,Medialuna
Thu,364,Coffee
Thu,365,Tea
Thu,366,Bread
Thu,367,Bread
Thu,367,Pastry
Thu,368,Pastry
Thu,369,Farm House
Thu,370,Tea
Thu,371,Coffee
Thu,371,Brownie
Thu,371,Alfajores
Thu,371,Fudge
Thu,372,Bread
Thu,372,Fudge
Thu,372,Cookies
Thu,373,Coffee
Thu,374,Bread
Thu,375,Coffee
Thu,375,Jam
Thu,375,Pastry
Thu,376,Soup
Thu,376,Coffee
Thu,377,Smoothies
Thu,377,Soup
Thu,377,Hearty & Seasonal
Thu,377,Pastry
Thu,378,Pastry
Thu,378,Bread
Thu,379,Pastry
Thu,379,Medialuna
Thu,380,NONE
Thu,380,Tea
Thu,380,Coffee
Thu,381,Bread
Thu,381,Cookies
Thu,382,Coffee
Thu,382,Bread
Thu,382,Hearty & Seasonal
Thu,382,Pick and Mix Bowls
Thu,382,Sandwich
Thu,382,Focaccia
Thu,383,Coffee
Thu,384,Coffee
Thu,384,Sandwich
Thu,384,Brownie
Thu,385,Brownie
Thu,385,Cookies
Thu,386,Coffee
Thu,387,Coffee
Thu,387,NONE
Thu,388,Sandwich
Thu,388,NONE
Thu,388,Bread
Thu,388,Coffee
Thu,389,Coffee
Thu,389,Hot chocolate
Thu,390,Tea
Thu,390,NONE
Thu,391,Sandwich
Thu,391,Coffee
Thu,391,Brownie
Thu,392,Brownie
Thu,392,Pastry
Thu,392,Focaccia
Thu,392,Farm House
Thu,393,Cake
Thu,393,Focaccia
Thu,394,Soup
Thu,394,Hearty & Seasonal
Thu,394,Mineral water
Thu,395,Hearty & Seasonal
Thu,396,Hearty & Seasonal
Thu,397,Coffee
Thu,397,Pastry
Thu,398,Coffee
Thu,399,Tea
Thu,399,Cake
Thu,400,Coffee
Thu,400,Soup
Thu,401,Bread
Thu,401,Focaccia
Thu,401,Fudge
Thu,402,Hot chocolate
Thu,402,Coffee
Thu,402,Alfajores
Thu,403,Brownie
Thu,403,Pastry
Thu,403,Cake
Thu,404,Medialuna
Thu,404,Alfajores
Thu,404,Dulce de Leche
Thu,405,Dulce de Leche
Thu,405,Alfajores
Thu,406,Bread
Thu,406,Cake
Thu,407,Cake
Thu,407,Coffee
Thu,408,Bread
Thu,409,Sandwich
Thu,410,Bread
Thu,410,Coffee
Thu,410,Alfajores
Thu,410,Medialuna
Thu,411,Coffee
Thu,412,Bread
Thu,412,Alfajores
Thu,413,Tea
Thu,413,Coffee
Thu,414,Bread
Thu,415,Dulce de Leche
Thu,416,Farm House
Thu,417,Fudge
Thu,418,Coffee
Thu,419,Coffee
Thu,419,Alfajores
Thu,419,Juice
Thu,419,Ella's Kitchen Pouches
Thu,419,Brownie
Thu,420,Alfajores
Thu,421,Alfajores
Thu,421,Brownie
Thu,421,Cookies
Thu,421,Bread
Thu,421,Juice
Thu,422,Cake
Thu,422,Cookies
Thu,423,Pick and Mix Bowls
Thu,424,Coffee
Thu,425,Farm House
Thu,426,Tea
Thu,427,Coffee
Thu,428,Focaccia
Thu,428,Farm House
Thu,429,Dulce de Leche
Thu,430,Juice
Thu,430,My-5 Fruit Shoot
Thu,430,Ella's Kitchen Pouches
Thu,430,Cookies
Thu,431,Bread
Thu,432,Hot chocolate
Thu,433,Coffee
Thu,435,Coffee
Thu,436,Coffee
Fri,437,Medialuna
Fri,438,Bread
Fri,438,Tea
Fri,438,Jam
Fri,439,Farm House
Fri,440,Bread
Fri,441,Coffee
Fri,441,NONE
Fri,442,Medialuna
Fri,442,Coffee
Fri,443,Bread
Fri,444,Medialuna
Fri,444,Pastry
Fri,445,Coffee
Fri,445,Jam
Fri,446,Bread
Fri,446,Coffee
Fri,447,Coffee
Fri,448,Bread
Fri,449,Hot chocolate
Fri,450,Bread
Fri,450,Medialuna
Fri,451,Bread
Fri,451,Jam
Fri,452,Jam
Fri,452,Bread
Fri,453,Coffee
Fri,453,Bread
Fri,454,Bread
Fri,454,Farm House
Fri,455,Bread
Fri,455,Coffee
Fri,456,Tea
Fri,456,Pastry
Fri,457,Coffee
Fri,458,Bread
Fri,459,Pastry
Fri,459,Brownie
Fri,460,Farm House
Fri,461,Coffee
Fri,462,Tea
Fri,462,Coffee
Fri,462,Honey
Fri,462,Cookies
Fri,463,Tea
Fri,464,Bread
Fri,465,Brownie
Fri,466,Bread
Fri,466,Coffee
Fri,467,Bread
Fri,468,Coffee
Fri,469,Tea
Fri,470,Tea
Fri,471,Coffee
Fri,473,Bread
Fri,473,Coffee
Fri,474,Bread
Fri,475,Bread
Fri,475,The BART
Fri,476,Coffee
Fri,476,NONE
Fri,476,Brownie
Fri,477,Coffee
Fri,478,Coffee
Fri,478,Brownie
Fri,479,Mineral water
Fri,479,Coffee
Fri,479,Tartine
Fri,479,NONE
Fri,480,Brownie
Fri,480,Coffee
Fri,481,Brownie
Fri,481,Juice
Fri,482,Coffee
Fri,482,Bread
Fri,482,Tea
Fri,482,Alfajores
Fri,482,Medialuna
Fri,482,Pastry
Fri,482,Jam
Fri,483,Bread
Fri,484,Fudge
Fri,485,Coffee
Fri,485,Pick and Mix Bowls
Fri,486,Pastry
Fri,486,Bread
Fri,487,Soup
Fri,487,Scandinavian
Fri,487,Coffee
Fri,487,Mineral water
Fri,488,Juice
Fri,488,Mineral water
Fri,488,Sandwich
Fri,488,Pick and Mix Bowls
Fri,489,Bread
Fri,489,NONE
Fri,489,Pastry
Fri,490,Hearty & Seasonal
Fri,490,Coffee
Fri,491,Bread
Fri,491,Hearty & Seasonal
Fri,491,Coffee
Fri,491,Mineral water
Fri,492,Coffee
Fri,492,Tartine
Fri,492,Sandwich
Fri,492,Brownie
Fri,493,Coffee
Fri,493,Brownie
Fri,494,Alfajores
Fri,494,Coffee
Fri,494,Tartine
Fri,495,Mighty Protein
Fri,495,Coffee
Fri,497,Coffee
Fri,497,Hot chocolate
Fri,498,Soup
Fri,498,Jam
Fri,498,Coffee
Fri,499,Mineral water
Fri,499,Brownie
Fri,500,Scandinavian
Fri,500,Coffee
Fri,501,Scandinavian
Fri,501,Coffee
Fri,502,Coffee
Fri,503,Coffee
Fri,503,Hot chocolate
Fri,503,Brownie
Fri,503,Hearty & Seasonal
Fri,504,Tea
Fri,504,Cake
Fri,505,Medialuna
Fri,506,Alfajores
Fri,506,Tea
Fri,506,Coffee
Fri,507,Coffee
Fri,507,Juice
Fri,507,Brownie
Fri,507,Alfajores
Fri,508,Coffee
Fri,508,Sandwich
Fri,509,Bread
Fri,509,Soup
Fri,510,Soup
Fri,510,Bread
Fri,511,Bread
Fri,512,Tea
Fri,512,Brownie
Fri,512,Cookies
Fri,513,Coffee
Fri,513,Bread
Fri,513,Brownie
Fri,514,Brownie
Fri,515,Cookies
Fri,515,Bread
Fri,515,Jam
Fri,516,Coffee
Fri,517,Tea
Fri,517,Brownie
Fri,518,Alfajores
Fri,518,Medialuna
Fri,518,Scandinavian
Fri,519,Hot chocolate
Fri,519,Coffee
Fri,519,Alfajores
Fri,519,Cookies
Fri,520,Brownie
Fri,521,Fudge
Fri,522,Tea
Fri,522,Brownie
Fri,523,Dulce de Leche
Fri,523,Fudge
Sat,524,Bread
Sat,524,Scandinavian
Sat,524,Fudge
Sat,524,Granola
Sat,524,Pastry
Sat,524,Coffee
Sat,525,Bread
Sat,525,Fudge
Sat,526,Hot chocolate
Sat,526,Coffee
Sat,526,NONE
Sat,526,Medialuna
Sat,527,Bread
Sat,528,Bread
Sat,528,Medialuna
Sat,529,Bread
Sat,529,Coffee
Sat,529,Medialuna
Sat,529,Jam
Sat,530,Jam
Sat,530,Coffee
Sat,530,Brownie
Sat,531,Bread
Sat,531,Coffee
Sat,531,Jam
Sat,532,Scandinavian
Sat,533,Coffee
Sat,533,Cookies
Sat,534,Coffee
Sat,534,Scandinavian
Sat,535,Bread
Sat,536,Bread
Sat,537,NONE
Sat,537,Jam
Sat,537,Brownie
Sat,537,Coffee
Sat,538,Coffee
Sat,539,Brownie
Sat,539,Hot chocolate
Sat,540,Bread
Sat,541,Bread
Sat,541,Medialuna
Sat,542,Coffee
Sat,542,Hot chocolate
Sat,542,Brownie
Sat,543,Scandinavian
Sat,544,NONE
Sat,544,Basket
Sat,544,Bread
Sat,545,Coffee
Sat,545,Bread
Sat,545,Brownie
Sat,546,Cake
Sat,546,Fudge
Sat,547,Coffee
Sat,547,Hot chocolate
Sat,547,Basket
Sat,548,Scandinavian
Sat,549,Scandinavian
Sat,550,Coffee
Sat,550,Bread
Sat,550,Cake
Sat,550,Medialuna
Sat,551,Coffee
Sat,551,Medialuna
Sat,552,Bread
Sat,552,Pastry
Sat,553,Bread
Sat,553,Brownie
Sat,554,Medialuna
Sat,554,Farm House
Sat,555,Bread
Sat,555,Medialuna
Sat,556,Brownie
Sat,556,Medialuna
Sat,556,Hot chocolate
Sat,556,Smoothies
Sat,556,Coffee
Sat,557,Bread
Sat,557,Tea
Sat,557,Coffee
Sat,557,Brownie
Sat,557,Medialuna
Sat,558,Medialuna
Sat,558,Cookies
Sat,559,Coffee
Sat,559,Medialuna
Sat,560,Bread
Sat,560,Fudge
Sat,562,Coffee
Sat,562,Tea
Sat,563,Coffee
Sat,563,Cookies
Sat,564,Pastry
Sat,564,Bread
Sat,564,Brownie
Sat,565,Bread
Sat,565,Coffee
Sat,566,NONE
Sat,566,Coffee
Sat,566,Tea
Sat,567,Bread
Sat,568,Medialuna
Sat,568,Coffee
Sat,569,My-5 Fruit Shoot
Sat,569,Coffee
Sat,569,Brownie
Sat,570,Coffee
Sat,570,Fudge
Sat,571,Coffee
Sat,572,Coffee
Sat,572,Basket
Sat,573,Farm House
Sat,574,Farm House
Sat,575,Coffee
Sat,575,Brownie
Sat,576,Scandinavian
Sat,576,Brownie
Sat,576,My-5 Fruit Shoot
Sat,577,NONE
Sat,577,Tartine
Sat,577,Coffee
Sat,577,Hot chocolate
Sat,577,Brownie
Sat,578,Brownie
Sat,578,Bread
Sat,578,Hot chocolate
Sat,579,Jam
Sat,579,Fudge
Sat,580,Coffee
Sat,581,Fudge
Sat,583,Mighty Protein
Sat,583,Hearty & Seasonal
Sat,583,Coffee
Sat,583,Tea
Sat,583,Cake
Sat,584,Coffee
Sat,585,Scandinavian
Sat,586,Cake
Sat,586,Victorian Sponge
Sat,586,Scandinavian
Sat,587,Tea
Sat,587,Cake
Sat,588,Coffee
Sat,589,Coffee
Sat,590,Bread
Sat,591,Frittata
Sat,592,Coffee
Sat,592,My-5 Fruit Shoot
Sat,592,Brownie
Sat,593,Focaccia
Sat,593,Fairy Doors
Sat,594,NONE
Sat,594,Tea
Sat,594,Coffee
Sat,595,Hot chocolate
Sat,595,Hearty & Seasonal
Sat,595,Pick and Mix Bowls
Sat,595,Brownie
Sat,596,Frittata
Sat,596,Coffee
Sat,597,Bread
Sat,597,Brownie
Sat,598,Frittata
Sat,599,Scandinavian
Sat,600,Bread
Sat,601,Farm House
Sat,602,Pick and Mix Bowls
Sat,602,Jam
Sat,602,Soup
Sat,602,Brownie
Sat,603,Hearty & Seasonal
Sat,603,Coffee
Sat,603,Tea
Sat,604,Bread
Sat,605,Bread
Sat,605,Frittata
Sat,606,Scandinavian
Sat,608,NONE
Sat,608,Tartine
Sat,608,Hot chocolate
Sat,608,Coffee
Sat,609,Coffee
Sat,609,Mighty Protein
Sat,610,Frittata
Sat,610,Coffee
Sat,611,Scandinavian
Sat,612,Hearty & Seasonal
Sat,612,Coffee
Sat,612,Mineral water
Sat,613,Scandinavian
Sat,615,Bread
Sat,615,Coffee
Sat,616,Hearty & Seasonal
Sat,616,Soup
Sat,616,Bread
Sat,616,Coffee
Sat,617,Brownie
Sat,617,Cake
Sat,617,Tea
Sat,618,Mighty Protein
Sat,618,Coffee
Sat,620,Coffee
Sat,620,Tea
Sat,620,Brownie
Sat,620,Soup
Sat,621,Cake
Sat,622,Hot chocolate
Sat,622,Coffee
Sat,622,Cake
Sat,623,Hearty & Seasonal
Sat,623,Coffee
Sat,624,Coffee
Sat,625,Frittata
Sat,625,Coffee
Sat,625,Brownie
Sat,626,Sandwich
Sat,626,Frittata
Sat,626,Coke
Sat,626,Mineral water
